"","estado","genero","fecha","mes","casos"
"1869","Hidalgo","Mujeres","2006","feb",322
"1870","Jalisco","Mujeres","2006","feb",1679
"1871","Mexico","Mujeres","2006","feb",2465
"1872","Michoacan","Mujeres","2006","feb",499
"1873","Morelos","Mujeres","2006","feb",524
"1874","Nayarit","Mujeres","2006","feb",219
"1875","Nuevo Leon","Mujeres","2006","feb",675
"1876","Oaxaca","Mujeres","2006","feb",665
"1877","Puebla","Mujeres","2006","feb",943
"1878","Queretaro","Mujeres","2006","feb",169
"1879","Quintana Roo","Mujeres","2006","feb",70
"1880","San Luis Potosi","Mujeres","2006","feb",528
"1881","Sinaloa","Mujeres","2006","feb",577
"1882","Sonora","Mujeres","2006","feb",394
"1883","Tabasco","Mujeres","2006","feb",297
"1884","Tamaulipas","Mujeres","2006","feb",698
"1885","Tlaxcala","Mujeres","2006","feb",157
"1886","Veracruz","Mujeres","2006","feb",927
"1887","Yucatan","Mujeres","2006","feb",455
"1888","Zacatecas","Mujeres","2006","feb",192
"1889","Aguscalientes","Mujeres","2007","feb",216
"1890","Baja California","Mujeres","2007","feb",599
"1891","Baja California Sur","Mujeres","2007","feb",140
"1892","Campeche","Mujeres","2007","feb",147
"1893","Coahuila","Mujeres","2007","feb",681
"1894","Colima","Mujeres","2007","feb",88
"1895","Chiapas","Mujeres","2007","feb",670
"1896","Chihuahua","Mujeres","2007","feb",741
"1897","Distrito Federal","Mujeres","2007","feb",1966
"1898","Durango","Mujeres","2007","feb",356
"1899","Guanajuato","Mujeres","2007","feb",845
"1900","Guerrero","Mujeres","2007","feb",606
"1901","Hidalgo","Mujeres","2007","feb",321
"1902","Jalisco","Mujeres","2007","feb",1597
"1903","Mexico","Mujeres","2007","feb",2178
"1904","Michoacan","Mujeres","2007","feb",604
"1905","Morelos","Mujeres","2007","feb",544
"1906","Nayarit","Mujeres","2007","feb",171
"1907","Nuevo Leon","Mujeres","2007","feb",1070
"1908","Oaxaca","Mujeres","2007","feb",490
"1909","Puebla","Mujeres","2007","feb",914
"1910","Queretaro","Mujeres","2007","feb",164
"1911","Quintana Roo","Mujeres","2007","feb",123
"1912","San Luis Potosi","Mujeres","2007","feb",555
"1913","Sinaloa","Mujeres","2007","feb",737
"1914","Sonora","Mujeres","2007","feb",438
"1915","Tabasco","Mujeres","2007","feb",331
"1916","Tamaulipas","Mujeres","2007","feb",695
"1917","Tlaxcala","Mujeres","2007","feb",171
"1918","Veracruz","Mujeres","2007","feb",1061
"1919","Yucatan","Mujeres","2007","feb",386
"1920","Zacatecas","Mujeres","2007","feb",187
"1921","Aguscalientes","Mujeres","2008","feb",196
"1922","Baja California","Mujeres","2008","feb",506
"1923","Baja California Sur","Mujeres","2008","feb",95
"1924","Campeche","Mujeres","2008","feb",84
"1925","Coahuila","Mujeres","2008","feb",537
"1926","Colima","Mujeres","2008","feb",101
"1927","Chiapas","Mujeres","2008","feb",537
"1928","Chihuahua","Mujeres","2008","feb",773
"1929","Distrito Federal","Mujeres","2008","feb",1647
"1930","Durango","Mujeres","2008","feb",334
"1931","Guanajuato","Mujeres","2008","feb",805
"1932","Guerrero","Mujeres","2008","feb",772
"1933","Hidalgo","Mujeres","2008","feb",325
"1934","Jalisco","Mujeres","2008","feb",1682
"1935","Mexico","Mujeres","2008","feb",2352
"1936","Michoacan","Mujeres","2008","feb",553
"1937","Morelos","Mujeres","2008","feb",560
"1938","Nayarit","Mujeres","2008","feb",184
"1939","Nuevo Leon","Mujeres","2008","feb",715
"1940","Oaxaca","Mujeres","2008","feb",612
"1941","Puebla","Mujeres","2008","feb",869
"1942","Queretaro","Mujeres","2008","feb",208
"1943","Quintana Roo","Mujeres","2008","feb",119
"1944","San Luis Potosi","Mujeres","2008","feb",573
"1945","Sinaloa","Mujeres","2008","feb",755
"1946","Sonora","Mujeres","2008","feb",477
"1947","Tabasco","Mujeres","2008","feb",456
"1948","Tamaulipas","Mujeres","2008","feb",557
"1949","Tlaxcala","Mujeres","2008","feb",170
"1950","Veracruz","Mujeres","2008","feb",1106
"1951","Yucatan","Mujeres","2008","feb",491
"1952","Zacatecas","Mujeres","2008","feb",189
"1953","Aguscalientes","Mujeres","2009","feb",182
"1954","Baja California","Mujeres","2009","feb",542
"1955","Baja California Sur","Mujeres","2009","feb",104
"1956","Campeche","Mujeres","2009","feb",149
"1957","Coahuila","Mujeres","2009","feb",827
"1958","Colima","Mujeres","2009","feb",80
"1959","Chiapas","Mujeres","2009","feb",625
"1960","Chihuahua","Mujeres","2009","feb",918
"1961","Distrito Federal","Mujeres","2009","feb",1739
"1962","Durango","Mujeres","2009","feb",287
"1963","Guanajuato","Mujeres","2009","feb",869
"1964","Guerrero","Mujeres","2009","feb",613
"1965","Hidalgo","Mujeres","2009","feb",339
"1966","Jalisco","Mujeres","2009","feb",1673
"1967","Mexico","Mujeres","2009","feb",2662
"1968","Michoacan","Mujeres","2009","feb",671
"1969","Morelos","Mujeres","2009","feb",566
"1970","Nayarit","Mujeres","2009","feb",230
"1971","Nuevo Leon","Mujeres","2009","feb",846
"1972","Oaxaca","Mujeres","2009","feb",602
"1973","Puebla","Mujeres","2009","feb",976
"1974","Queretaro","Mujeres","2009","feb",202
"1975","Quintana Roo","Mujeres","2009","feb",141
"1976","San Luis Potosi","Mujeres","2009","feb",637
"1977","Sinaloa","Mujeres","2009","feb",750
"1978","Sonora","Mujeres","2009","feb",424
"1979","Tabasco","Mujeres","2009","feb",395
"1980","Tamaulipas","Mujeres","2009","feb",613
"1981","Tlaxcala","Mujeres","2009","feb",187
"1982","Veracruz","Mujeres","2009","feb",1116
"1983","Yucatan","Mujeres","2009","feb",423
"1984","Zacatecas","Mujeres","2009","feb",216
"1985","Aguscalientes","Mujeres","2010","feb",110
"1986","Baja California","Mujeres","2010","feb",639
"1987","Baja California Sur","Mujeres","2010","feb",86
"1988","Campeche","Mujeres","2010","feb",95
"1989","Coahuila","Mujeres","2010","feb",716
"1990","Colima","Mujeres","2010","feb",75
"1991","Chiapas","Mujeres","2010","feb",648
"1992","Chihuahua","Mujeres","2010","feb",900
"1993","Distrito Federal","Mujeres","2010","feb",1572
"1994","Durango","Mujeres","2010","feb",400
"1995","Guanajuato","Mujeres","2010","feb",794
"1996","Guerrero","Mujeres","2010","feb",643
"1997","Hidalgo","Mujeres","2010","feb",333
"1998","Jalisco","Mujeres","2010","feb",1403
"1999","Mexico","Mujeres","2010","feb",2646
"2000","Michoacan","Mujeres","2010","feb",623
"2001","Morelos","Mujeres","2010","feb",500
"2002","Nayarit","Mujeres","2010","feb",190
"2003","Nuevo Leon","Mujeres","2010","feb",774
"2004","Oaxaca","Mujeres","2010","feb",681
"2005","Puebla","Mujeres","2010","feb",825
"2006","Queretaro","Mujeres","2010","feb",266
"2007","Quintana Roo","Mujeres","2010","feb",138
"2008","San Luis Potosi","Mujeres","2010","feb",550
"2009","Sinaloa","Mujeres","2010","feb",678
"2010","Sonora","Mujeres","2010","feb",489
"2011","Tabasco","Mujeres","2010","feb",354
"2012","Tamaulipas","Mujeres","2010","feb",755
"2013","Tlaxcala","Mujeres","2010","feb",167
"2014","Veracruz","Mujeres","2010","feb",1311
"2015","Yucatan","Mujeres","2010","feb",390
"2016","Zacatecas","Mujeres","2010","feb",206
"2017","Aguscalientes","Mujeres","2011","feb",295
"2018","Baja California","Mujeres","2011","feb",727
"2019","Baja California Sur","Mujeres","2011","feb",48
"2020","Campeche","Mujeres","2011","feb",128
"2021","Coahuila","Mujeres","2011","feb",470
"2022","Colima","Mujeres","2011","feb",89
"2023","Chiapas","Mujeres","2011","feb",762
"2024","Chihuahua","Mujeres","2011","feb",827
"2025","Distrito Federal","Mujeres","2011","feb",1644
"2026","Durango","Mujeres","2011","feb",556
"2027","Guanajuato","Mujeres","2011","feb",757
"2028","Guerrero","Mujeres","2011","feb",692
"2029","Hidalgo","Mujeres","2011","feb",401
"2030","Jalisco","Mujeres","2011","feb",1440
"2031","Mexico","Mujeres","2011","feb",2509
"2032","Michoacan","Mujeres","2011","feb",679
"2033","Morelos","Mujeres","2011","feb",536
"2034","Nayarit","Mujeres","2011","feb",212
"2035","Nuevo Leon","Mujeres","2011","feb",837
"2036","Oaxaca","Mujeres","2011","feb",758
"2037","Puebla","Mujeres","2011","feb",859
"2038","Queretaro","Mujeres","2011","feb",250
"2039","Quintana Roo","Mujeres","2011","feb",151
"2040","San Luis Potosi","Mujeres","2011","feb",664
"2041","Sinaloa","Mujeres","2011","feb",660
"2042","Sonora","Mujeres","2011","feb",476
"2043","Tabasco","Mujeres","2011","feb",405
"2044","Tamaulipas","Mujeres","2011","feb",564
"2045","Tlaxcala","Mujeres","2011","feb",172
"2046","Veracruz","Mujeres","2011","feb",1493
"2047","Yucatan","Mujeres","2011","feb",361
"2048","Zacatecas","Mujeres","2011","feb",271
"2049","Aguscalientes","Mujeres","2012","feb",419
"2050","Baja California","Mujeres","2012","feb",658
"2051","Baja California Sur","Mujeres","2012","feb",93
"2052","Campeche","Mujeres","2012","feb",95
"2053","Coahuila","Mujeres","2012","feb",582
"2054","Colima","Mujeres","2012","feb",63
"2055","Chiapas","Mujeres","2012","feb",628
"2056","Chihuahua","Mujeres","2012","feb",990
"2057","Distrito Federal","Mujeres","2012","feb",1136
"2058","Durango","Mujeres","2012","feb",365
"2059","Guanajuato","Mujeres","2012","feb",620
"2060","Guerrero","Mujeres","2012","feb",594
"2061","Hidalgo","Mujeres","2012","feb",425
"2062","Jalisco","Mujeres","2012","feb",1635
"2063","Mexico","Mujeres","2012","feb",2538
"2064","Michoacan","Mujeres","2012","feb",457
"2065","Morelos","Mujeres","2012","feb",523
"2066","Nayarit","Mujeres","2012","feb",204
"2067","Nuevo Leon","Mujeres","2012","feb",664
"2068","Oaxaca","Mujeres","2012","feb",574
"2069","Puebla","Mujeres","2012","feb",788
"2070","Queretaro","Mujeres","2012","feb",252
"2071","Quintana Roo","Mujeres","2012","feb",184
"2072","San Luis Potosi","Mujeres","2012","feb",561
"2073","Sinaloa","Mujeres","2012","feb",859
"2074","Sonora","Mujeres","2012","feb",523
"2075","Tabasco","Mujeres","2012","feb",454
"2076","Tamaulipas","Mujeres","2012","feb",717
"2077","Tlaxcala","Mujeres","2012","feb",178
"2078","Veracruz","Mujeres","2012","feb",1321
"2079","Yucatan","Mujeres","2012","feb",207
"2080","Zacatecas","Mujeres","2012","feb",268
"2081","Aguscalientes","Mujeres","2013","feb",312
"2082","Baja California","Mujeres","2013","feb",660
"2083","Baja California Sur","Mujeres","2013","feb",89
"2084","Campeche","Mujeres","2013","feb",82
"2085","Coahuila","Mujeres","2013","feb",545
"2086","Colima","Mujeres","2013","feb",51
"2087","Chiapas","Mujeres","2013","feb",628
"2088","Chihuahua","Mujeres","2013","feb",733
"2089","Distrito Federal","Mujeres","2013","feb",1139
"2090","Durango","Mujeres","2013","feb",276
"2091","Guanajuato","Mujeres","2013","feb",633
"2092","Guerrero","Mujeres","2013","feb",784
"2093","Hidalgo","Mujeres","2013","feb",458
"2094","Jalisco","Mujeres","2013","feb",1371
"2095","Mexico","Mujeres","2013","feb",2926
"2096","Michoacan","Mujeres","2013","feb",598
"2097","Morelos","Mujeres","2013","feb",507
"2098","Nayarit","Mujeres","2013","feb",193
"2099","Nuevo Leon","Mujeres","2013","feb",645
"2100","Oaxaca","Mujeres","2013","feb",558
"2101","Puebla","Mujeres","2013","feb",644
"2102","Queretaro","Mujeres","2013","feb",216
"2103","Quintana Roo","Mujeres","2013","feb",167
"2104","San Luis Potosi","Mujeres","2013","feb",509
"2105","Sinaloa","Mujeres","2013","feb",858
"2106","Sonora","Mujeres","2013","feb",484
"2107","Tabasco","Mujeres","2013","feb",443
"2108","Tamaulipas","Mujeres","2013","feb",701
"2109","Tlaxcala","Mujeres","2013","feb",198
"2110","Veracruz","Mujeres","2013","feb",1186
"2111","Yucatan","Mujeres","2013","feb",290
"2112","Zacatecas","Mujeres","2013","feb",175
"2113","Aguscalientes","General","2003","mar",255
"2114","Baja California","General","2003","mar",922
"2115","Baja California Sur","General","2003","mar",187
"2116","Campeche","General","2003","mar",161
"2117","Coahuila","General","2003","mar",1231
"2118","Colima","General","2003","mar",100
"2119","Chiapas","General","2003","mar",974
"2120","Chihuahua","General","2003","mar",1358
"2121","Distrito Federal","General","2003","mar",3671
"2122","Durango","General","2003","mar",1001
"2123","Guanajuato","General","2003","mar",1466
"2124","Guerrero","General","2003","mar",1109
"2125","Hidalgo","General","2003","mar",525
"2126","Jalisco","General","2003","mar",2493
"2127","Mexico","General","2003","mar",3282
"2128","Michoacan","General","2003","mar",866
"2129","Morelos","General","2003","mar",724
"2130","Nayarit","General","2003","mar",356
"2131","Nuevo Leon","General","2003","mar",1289
"2132","Oaxaca","General","2003","mar",610
"2133","Puebla","General","2003","mar",1224
"2134","Queretaro","General","2003","mar",318
"2135","Quintana Roo","General","2003","mar",136
"2136","San Luis Potosi","General","2003","mar",654
"2137","Sinaloa","General","2003","mar",760
"2138","Sonora","General","2003","mar",853
"2139","Tabasco","General","2003","mar",508
"2140","Tamaulipas","General","2003","mar",1379
"2141","Tlaxcala","General","2003","mar",241
"2142","Veracruz","General","2003","mar",1628
"2143","Yucatan","General","2003","mar",541
"2144","Zacatecas","General","2003","mar",396
"2145","Aguscalientes","General","2004","mar",689
"2146","Baja California","General","2004","mar",1329
"2147","Baja California Sur","General","2004","mar",302
"2148","Campeche","General","2004","mar",206
"2149","Coahuila","General","2004","mar",1633
"2150","Colima","General","2004","mar",192
"2151","Chiapas","General","2004","mar",1214
"2152","Chihuahua","General","2004","mar",1780
"2153","Distrito Federal","General","2004","mar",4298
"2154","Durango","General","2004","mar",1105
"2155","Guanajuato","General","2004","mar",2218
"2156","Guerrero","General","2004","mar",1539
"2157","Hidalgo","General","2004","mar",722
"2158","Jalisco","General","2004","mar",4578
"2159","Mexico","General","2004","mar",4486
"2160","Michoacan","General","2004","mar",863
"2161","Morelos","General","2004","mar",1118
"2162","Nayarit","General","2004","mar",437
"2163","Nuevo Leon","General","2004","mar",1492
"2164","Oaxaca","General","2004","mar",925
"2165","Puebla","General","2004","mar",2098
"2166","Queretaro","General","2004","mar",568
"2167","Quintana Roo","General","2004","mar",173
"2168","San Luis Potosi","General","2004","mar",1560
"2169","Sinaloa","General","2004","mar",1384
"2170","Sonora","General","2004","mar",993
"2171","Tabasco","General","2004","mar",726
"2172","Tamaulipas","General","2004","mar",1489
"2173","Tlaxcala","General","2004","mar",266
"2174","Veracruz","General","2004","mar",1892
"2175","Yucatan","General","2004","mar",976
"2176","Zacatecas","General","2004","mar",531
"2177","Aguscalientes","General","2005","mar",383
"2178","Baja California","General","2005","mar",1101
"2179","Baja California Sur","General","2005","mar",153
"2180","Campeche","General","2005","mar",262
"2181","Coahuila","General","2005","mar",1494
"2182","Colima","General","2005","mar",198
"2183","Chiapas","General","2005","mar",1417
"2184","Chihuahua","General","2005","mar",1160
"2185","Distrito Federal","General","2005","mar",3678
"2186","Durango","General","2005","mar",943
"2187","Guanajuato","General","2005","mar",1779
"2188","Guerrero","General","2005","mar",1066
"2189","Hidalgo","General","2005","mar",528
"2190","Jalisco","General","2005","mar",3591
"2191","Mexico","General","2005","mar",4328
"2192","Michoacan","General","2005","mar",892
"2193","Morelos","General","2005","mar",900
"2194","Nayarit","General","2005","mar",315
"2195","Nuevo Leon","General","2005","mar",1354
"2196","Oaxaca","General","2005","mar",902
"2197","Puebla","General","2005","mar",1924
"2198","Queretaro","General","2005","mar",433
"2199","Quintana Roo","General","2005","mar",137
"2200","San Luis Potosi","General","2005","mar",1163
"2201","Sinaloa","General","2005","mar",982
"2202","Sonora","General","2005","mar",923
"2203","Tabasco","General","2005","mar",672
"2204","Tamaulipas","General","2005","mar",1133
"2205","Tlaxcala","General","2005","mar",277
"2206","Veracruz","General","2005","mar",1834
"2207","Yucatan","General","2005","mar",836
"2208","Zacatecas","General","2005","mar",451
"2209","Aguscalientes","General","2006","mar",433
"2210","Baja California","General","2006","mar",947
"2211","Baja California Sur","General","2006","mar",153
"2212","Campeche","General","2006","mar",166
"2213","Coahuila","General","2006","mar",1216
"2214","Colima","General","2006","mar",152
"2215","Chiapas","General","2006","mar",902
"2216","Chihuahua","General","2006","mar",1089
"2217","Distrito Federal","General","2006","mar",3458
"2218","Durango","General","2006","mar",860
"2219","Guanajuato","General","2006","mar",1675
"2220","Guerrero","General","2006","mar",1224
"2221","Hidalgo","General","2006","mar",529
"2222","Jalisco","General","2006","mar",3104
"2223","Mexico","General","2006","mar",3744
"2224","Michoacan","General","2006","mar",876
"2225","Morelos","General","2006","mar",889
"2226","Nayarit","General","2006","mar",324
"2227","Nuevo Leon","General","2006","mar",1282
"2228","Oaxaca","General","2006","mar",935
"2229","Puebla","General","2006","mar",1609
"2230","Queretaro","General","2006","mar",335
"2231","Quintana Roo","General","2006","mar",175
"2232","San Luis Potosi","General","2006","mar",877
"2233","Sinaloa","General","2006","mar",856
"2234","Sonora","General","2006","mar",548
"2235","Tabasco","General","2006","mar",567
"2236","Tamaulipas","General","2006","mar",993
"2237","Tlaxcala","General","2006","mar",274
"2238","Veracruz","General","2006","mar",1431
