"","estado","genero","fecha","fuente","casos"
"2806","Queretaro","Mujeres","2013","issste",173
"2807","Quintana Roo","Mujeres","2013","issste",203
"2808","San Luis Potosi","Mujeres","2013","issste",1195
"2809","Sinaloa","Mujeres","2013","issste",491
"2810","Sonora","Mujeres","2013","issste",631
"2811","Tabasco","Mujeres","2013","issste",616
"2812","Tamaulipas","Mujeres","2013","issste",2026
"2813","Tlaxcala","Mujeres","2013","issste",424
"2814","Veracruz","Mujeres","2013","issste",2697
"2815","Yucatan","Mujeres","2013","issste",765
"2816","Zacatecas","Mujeres","2013","issste",155
"2817","Aguscalientes","Hombres","2003","issste",253
"2818","Baja California","Hombres","2003","issste",300
"2819","Baja California Sur","Hombres","2003","issste",76
"2820","Campeche","Hombres","2003","issste",97
"2821","Coahuila","Hombres","2003","issste",1802
"2822","Colima","Hombres","2003","issste",7
"2823","Chiapas","Hombres","2003","issste",844
"2824","Chihuahua","Hombres","2003","issste",397
"2825","Distrito Federal","Hombres","2003","issste",7395
"2826","Durango","Hombres","2003","issste",1339
"2827","Guanajuato","Hombres","2003","issste",373
"2828","Guerrero","Hombres","2003","issste",1575
"2829","Hidalgo","Hombres","2003","issste",236
"2830","Jalisco","Hombres","2003","issste",289
"2831","Mexico","Hombres","2003","issste",2190
"2832","Michoacan","Hombres","2003","issste",897
"2833","Morelos","Hombres","2003","issste",1709
"2834","Nayarit","Hombres","2003","issste",584
"2835","Nuevo Leon","Hombres","2003","issste",233
"2836","Oaxaca","Hombres","2003","issste",964
"2837","Puebla","Hombres","2003","issste",1131
"2838","Queretaro","Hombres","2003","issste",25
"2839","Quintana Roo","Hombres","2003","issste",250
"2840","San Luis Potosi","Hombres","2003","issste",514
"2841","Sinaloa","Hombres","2003","issste",256
"2842","Sonora","Hombres","2003","issste",8
"2843","Tabasco","Hombres","2003","issste",466
"2844","Tamaulipas","Hombres","2003","issste",676
"2845","Tlaxcala","Hombres","2003","issste",184
"2846","Veracruz","Hombres","2003","issste",316
"2847","Yucatan","Hombres","2003","issste",225
"2848","Zacatecas","Hombres","2003","issste",212
"2849","Aguscalientes","Hombres","2004","issste",684
"2850","Baja California","Hombres","2004","issste",235
"2851","Baja California Sur","Hombres","2004","issste",142
"2852","Campeche","Hombres","2004","issste",167
"2853","Coahuila","Hombres","2004","issste",1871
"2854","Colima","Hombres","2004","issste",15
"2855","Chiapas","Hombres","2004","issste",689
"2856","Chihuahua","Hombres","2004","issste",215
"2857","Distrito Federal","Hombres","2004","issste",5570
"2858","Durango","Hombres","2004","issste",1519
"2859","Guanajuato","Hombres","2004","issste",421
"2860","Guerrero","Hombres","2004","issste",1587
"2861","Hidalgo","Hombres","2004","issste",302
"2862","Jalisco","Hombres","2004","issste",368
"2863","Mexico","Hombres","2004","issste",2352
"2864","Michoacan","Hombres","2004","issste",643
"2865","Morelos","Hombres","2004","issste",1782
"2866","Nayarit","Hombres","2004","issste",614
"2867","Nuevo Leon","Hombres","2004","issste",232
"2868","Oaxaca","Hombres","2004","issste",1115
"2869","Puebla","Hombres","2004","issste",1117
"2870","Queretaro","Hombres","2004","issste",58
"2871","Quintana Roo","Hombres","2004","issste",209
"2872","San Luis Potosi","Hombres","2004","issste",386
"2873","Sinaloa","Hombres","2004","issste",174
"2874","Sonora","Hombres","2004","issste",94
"2875","Tabasco","Hombres","2004","issste",148
"2876","Tamaulipas","Hombres","2004","issste",650
"2877","Tlaxcala","Hombres","2004","issste",168
"2878","Veracruz","Hombres","2004","issste",270
"2879","Yucatan","Hombres","2004","issste",222
"2880","Zacatecas","Hombres","2004","issste",156
"2881","Aguscalientes","Hombres","2005","issste",127
"2882","Baja California","Hombres","2005","issste",252
"2883","Baja California Sur","Hombres","2005","issste",66
"2884","Campeche","Hombres","2005","issste",123
"2885","Coahuila","Hombres","2005","issste",2404
"2886","Colima","Hombres","2005","issste",22
"2887","Chiapas","Hombres","2005","issste",1050
"2888","Chihuahua","Hombres","2005","issste",162
"2889","Distrito Federal","Hombres","2005","issste",5735
"2890","Durango","Hombres","2005","issste",2536
"2891","Guanajuato","Hombres","2005","issste",509
"2892","Guerrero","Hombres","2005","issste",1077
"2893","Hidalgo","Hombres","2005","issste",290
"2894","Jalisco","Hombres","2005","issste",321
"2895","Mexico","Hombres","2005","issste",2151
"2896","Michoacan","Hombres","2005","issste",536
"2897","Morelos","Hombres","2005","issste",1551
"2898","Nayarit","Hombres","2005","issste",630
"2899","Nuevo Leon","Hombres","2005","issste",213
"2900","Oaxaca","Hombres","2005","issste",1033
"2901","Puebla","Hombres","2005","issste",1291
"2902","Queretaro","Hombres","2005","issste",64
"2903","Quintana Roo","Hombres","2005","issste",197
"2904","San Luis Potosi","Hombres","2005","issste",468
"2905","Sinaloa","Hombres","2005","issste",199
"2906","Sonora","Hombres","2005","issste",290
"2907","Tabasco","Hombres","2005","issste",181
"2908","Tamaulipas","Hombres","2005","issste",541
"2909","Tlaxcala","Hombres","2005","issste",227
"2910","Veracruz","Hombres","2005","issste",250
"2911","Yucatan","Hombres","2005","issste",621
"2912","Zacatecas","Hombres","2005","issste",147
"2913","Aguscalientes","Hombres","2006","issste",62
"2914","Baja California","Hombres","2006","issste",359
"2915","Baja California Sur","Hombres","2006","issste",50
"2916","Campeche","Hombres","2006","issste",129
"2917","Coahuila","Hombres","2006","issste",2088
"2918","Colima","Hombres","2006","issste",11
"2919","Chiapas","Hombres","2006","issste",800
"2920","Chihuahua","Hombres","2006","issste",336
"2921","Distrito Federal","Hombres","2006","issste",5934
"2922","Durango","Hombres","2006","issste",1452
"2923","Guanajuato","Hombres","2006","issste",550
"2924","Guerrero","Hombres","2006","issste",970
"2925","Hidalgo","Hombres","2006","issste",319
"2926","Jalisco","Hombres","2006","issste",738
"2927","Mexico","Hombres","2006","issste",1957
"2928","Michoacan","Hombres","2006","issste",966
"2929","Morelos","Hombres","2006","issste",1582
"2930","Nayarit","Hombres","2006","issste",441
"2931","Nuevo Leon","Hombres","2006","issste",217
"2932","Oaxaca","Hombres","2006","issste",985
"2933","Puebla","Hombres","2006","issste",940
"2934","Queretaro","Hombres","2006","issste",114
"2935","Quintana Roo","Hombres","2006","issste",152
"2936","San Luis Potosi","Hombres","2006","issste",413
"2937","Sinaloa","Hombres","2006","issste",227
"2938","Sonora","Hombres","2006","issste",163
"2939","Tabasco","Hombres","2006","issste",200
"2940","Tamaulipas","Hombres","2006","issste",572
"2941","Tlaxcala","Hombres","2006","issste",262
"2942","Veracruz","Hombres","2006","issste",228
"2943","Yucatan","Hombres","2006","issste",486
"2944","Zacatecas","Hombres","2006","issste",195
"2945","Aguscalientes","Hombres","2007","issste",72
"2946","Baja California","Hombres","2007","issste",243
"2947","Baja California Sur","Hombres","2007","issste",124
"2948","Campeche","Hombres","2007","issste",104
"2949","Coahuila","Hombres","2007","issste",1276
"2950","Colima","Hombres","2007","issste",13
"2951","Chiapas","Hombres","2007","issste",913
"2952","Chihuahua","Hombres","2007","issste",320
"2953","Distrito Federal","Hombres","2007","issste",4932
"2954","Durango","Hombres","2007","issste",812
"2955","Guanajuato","Hombres","2007","issste",380
"2956","Guerrero","Hombres","2007","issste",1011
"2957","Hidalgo","Hombres","2007","issste",422
"2958","Jalisco","Hombres","2007","issste",1247
"2959","Mexico","Hombres","2007","issste",1458
"2960","Michoacan","Hombres","2007","issste",1904
"2961","Morelos","Hombres","2007","issste",1588
"2962","Nayarit","Hombres","2007","issste",541
"2963","Nuevo Leon","Hombres","2007","issste",117
"2964","Oaxaca","Hombres","2007","issste",1228
"2965","Puebla","Hombres","2007","issste",1212
"2966","Queretaro","Hombres","2007","issste",144
"2967","Quintana Roo","Hombres","2007","issste",129
"2968","San Luis Potosi","Hombres","2007","issste",341
"2969","Sinaloa","Hombres","2007","issste",262
"2970","Sonora","Hombres","2007","issste",237
"2971","Tabasco","Hombres","2007","issste",211
"2972","Tamaulipas","Hombres","2007","issste",749
"2973","Tlaxcala","Hombres","2007","issste",295
"2974","Veracruz","Hombres","2007","issste",215
"2975","Yucatan","Hombres","2007","issste",449
"2976","Zacatecas","Hombres","2007","issste",153
"2977","Aguscalientes","Hombres","2008","issste",75
"2978","Baja California","Hombres","2008","issste",238
"2979","Baja California Sur","Hombres","2008","issste",98
"2980","Campeche","Hombres","2008","issste",85
"2981","Coahuila","Hombres","2008","issste",938
"2982","Colima","Hombres","2008","issste",18
"2983","Chiapas","Hombres","2008","issste",971
"2984","Chihuahua","Hombres","2008","issste",314
"2985","Distrito Federal","Hombres","2008","issste",4310
"2986","Durango","Hombres","2008","issste",566
"2987","Guanajuato","Hombres","2008","issste",340
"2988","Guerrero","Hombres","2008","issste",1344
"2989","Hidalgo","Hombres","2008","issste",435
"2990","Jalisco","Hombres","2008","issste",1034
"2991","Mexico","Hombres","2008","issste",2196
"2992","Michoacan","Hombres","2008","issste",1784
"2993","Morelos","Hombres","2008","issste",1541
"2994","Nayarit","Hombres","2008","issste",458
"2995","Nuevo Leon","Hombres","2008","issste",164
"2996","Oaxaca","Hombres","2008","issste",818
"2997","Puebla","Hombres","2008","issste",1521
"2998","Queretaro","Hombres","2008","issste",142
"2999","Quintana Roo","Hombres","2008","issste",188
"3000","San Luis Potosi","Hombres","2008","issste",419
"3001","Sinaloa","Hombres","2008","issste",261
"3002","Sonora","Hombres","2008","issste",280
"3003","Tabasco","Hombres","2008","issste",310
"3004","Tamaulipas","Hombres","2008","issste",581
"3005","Tlaxcala","Hombres","2008","issste",347
"3006","Veracruz","Hombres","2008","issste",296
"3007","Yucatan","Hombres","2008","issste",450
"3008","Zacatecas","Hombres","2008","issste",143
"3009","Aguscalientes","Hombres","2009","issste",175
"3010","Baja California","Hombres","2009","issste",285
"3011","Baja California Sur","Hombres","2009","issste",70
"3012","Campeche","Hombres","2009","issste",85
"3013","Coahuila","Hombres","2009","issste",755
"3014","Colima","Hombres","2009","issste",23
"3015","Chiapas","Hombres","2009","issste",1004
"3016","Chihuahua","Hombres","2009","issste",392
"3017","Distrito Federal","Hombres","2009","issste",4320
"3018","Durango","Hombres","2009","issste",835
"3019","Guanajuato","Hombres","2009","issste",260
"3020","Guerrero","Hombres","2009","issste",1497
"3021","Hidalgo","Hombres","2009","issste",788
"3022","Jalisco","Hombres","2009","issste",507
"3023","Mexico","Hombres","2009","issste",2110
"3024","Michoacan","Hombres","2009","issste",1898
"3025","Morelos","Hombres","2009","issste",1567
"3026","Nayarit","Hombres","2009","issste",534
"3027","Nuevo Leon","Hombres","2009","issste",179
"3028","Oaxaca","Hombres","2009","issste",974
"3029","Puebla","Hombres","2009","issste",1703
"3030","Queretaro","Hombres","2009","issste",177
"3031","Quintana Roo","Hombres","2009","issste",504
"3032","San Luis Potosi","Hombres","2009","issste",711
"3033","Sinaloa","Hombres","2009","issste",294
"3034","Sonora","Hombres","2009","issste",292
"3035","Tabasco","Hombres","2009","issste",466
"3036","Tamaulipas","Hombres","2009","issste",769
"3037","Tlaxcala","Hombres","2009","issste",418
"3038","Veracruz","Hombres","2009","issste",654
"3039","Yucatan","Hombres","2009","issste",472
"3040","Zacatecas","Hombres","2009","issste",145
"3041","Aguscalientes","Hombres","2010","issste",136
"3042","Baja California","Hombres","2010","issste",369
"3043","Baja California Sur","Hombres","2010","issste",77
"3044","Campeche","Hombres","2010","issste",137
"3045","Coahuila","Hombres","2010","issste",833
"3046","Colima","Hombres","2010","issste",14
"3047","Chiapas","Hombres","2010","issste",1144
"3048","Chihuahua","Hombres","2010","issste",479
"3049","Distrito Federal","Hombres","2010","issste",4176
"3050","Durango","Hombres","2010","issste",1255
"3051","Guanajuato","Hombres","2010","issste",342
"3052","Guerrero","Hombres","2010","issste",1676
"3053","Hidalgo","Hombres","2010","issste",491
"3054","Jalisco","Hombres","2010","issste",1318
"3055","Mexico","Hombres","2010","issste",2505
"3056","Michoacan","Hombres","2010","issste",2445
"3057","Morelos","Hombres","2010","issste",1088
"3058","Nayarit","Hombres","2010","issste",622
"3059","Nuevo Leon","Hombres","2010","issste",264
"3060","Oaxaca","Hombres","2010","issste",1147
"3061","Puebla","Hombres","2010","issste",1606
"3062","Queretaro","Hombres","2010","issste",238
"3063","Quintana Roo","Hombres","2010","issste",335
"3064","San Luis Potosi","Hombres","2010","issste",825
"3065","Sinaloa","Hombres","2010","issste",262
"3066","Sonora","Hombres","2010","issste",342
"3067","Tabasco","Hombres","2010","issste",354
"3068","Tamaulipas","Hombres","2010","issste",1918
"3069","Tlaxcala","Hombres","2010","issste",496
"3070","Veracruz","Hombres","2010","issste",1014
"3071","Yucatan","Hombres","2010","issste",561
"3072","Zacatecas","Hombres","2010","issste",138
"3073","Aguscalientes","Hombres","2011","issste",387
"3074","Baja California","Hombres","2011","issste",410
"3075","Baja California Sur","Hombres","2011","issste",56
"3076","Campeche","Hombres","2011","issste",123
"3077","Coahuila","Hombres","2011","issste",2971
"3078","Colima","Hombres","2011","issste",11
"3079","Chiapas","Hombres","2011","issste",1189
"3080","Chihuahua","Hombres","2011","issste",442
"3081","Distrito Federal","Hombres","2011","issste",3577
"3082","Durango","Hombres","2011","issste",1439
"3083","Guanajuato","Hombres","2011","issste",490
"3084","Guerrero","Hombres","2011","issste",1547
"3085","Hidalgo","Hombres","2011","issste",564
"3086","Jalisco","Hombres","2011","issste",1605
"3087","Mexico","Hombres","2011","issste",2497
"3088","Michoacan","Hombres","2011","issste",1451
"3089","Morelos","Hombres","2011","issste",2260
"3090","Nayarit","Hombres","2011","issste",639
"3091","Nuevo Leon","Hombres","2011","issste",278
"3092","Oaxaca","Hombres","2011","issste",938
"3093","Puebla","Hombres","2011","issste",842
"3094","Queretaro","Hombres","2011","issste",213
"3095","Quintana Roo","Hombres","2011","issste",192
"3096","San Luis Potosi","Hombres","2011","issste",698
"3097","Sinaloa","Hombres","2011","issste",287
"3098","Sonora","Hombres","2011","issste",392
"3099","Tabasco","Hombres","2011","issste",351
"3100","Tamaulipas","Hombres","2011","issste",1762
"3101","Tlaxcala","Hombres","2011","issste",403
"3102","Veracruz","Hombres","2011","issste",1318
"3103","Yucatan","Hombres","2011","issste",458
"3104","Zacatecas","Hombres","2011","issste",129
"3105","Aguscalientes","Hombres","2012","issste",700
"3106","Baja California","Hombres","2012","issste",444
"3107","Baja California Sur","Hombres","2012","issste",86
"3108","Campeche","Hombres","2012","issste",75
"3109","Coahuila","Hombres","2012","issste",3119
"3110","Colima","Hombres","2012","issste",5
"3111","Chiapas","Hombres","2012","issste",934
"3112","Chihuahua","Hombres","2012","issste",502
"3113","Distrito Federal","Hombres","2012","issste",3001
