"","estado","genero","fecha","edad","casos"
"3633","Morelos","Hombres","2006","10a14",0
"3634","Nayarit","Hombres","2006","10a14",0
"3635","Nuevo Leon","Hombres","2006","10a14",5
"3636","Oaxaca","Hombres","2006","10a14",1
"3637","Puebla","Hombres","2006","10a14",5
"3638","Queretaro","Hombres","2006","10a14",0
"3639","Quintana Roo","Hombres","2006","10a14",1
"3640","San Luis Potosi","Hombres","2006","10a14",1
"3641","Sinaloa","Hombres","2006","10a14",7
"3642","Sonora","Hombres","2006","10a14",0
"3643","Tabasco","Hombres","2006","10a14",1
"3644","Tamaulipas","Hombres","2006","10a14",6
"3645","Tlaxcala","Hombres","2006","10a14",0
"3646","Veracruz","Hombres","2006","10a14",6
"3647","Yucatan","Hombres","2006","10a14",9
"3648","Zacatecas","Hombres","2006","10a14",0
"3649","Aguscalientes","Hombres","2007","10a14",0
"3650","Baja California","Hombres","2007","10a14",8
"3651","Baja California Sur","Hombres","2007","10a14",1
"3652","Campeche","Hombres","2007","10a14",0
"3653","Coahuila","Hombres","2007","10a14",4
"3654","Colima","Hombres","2007","10a14",0
"3655","Chiapas","Hombres","2007","10a14",8
"3656","Chihuahua","Hombres","2007","10a14",2
"3657","Distrito Federal","Hombres","2007","10a14",0
"3658","Durango","Hombres","2007","10a14",0
"3659","Guanajuato","Hombres","2007","10a14",0
"3660","Guerrero","Hombres","2007","10a14",3
"3661","Hidalgo","Hombres","2007","10a14",0
"3662","Jalisco","Hombres","2007","10a14",18
"3663","Mexico","Hombres","2007","10a14",11
"3664","Michoacan","Hombres","2007","10a14",7
"3665","Morelos","Hombres","2007","10a14",0
"3666","Nayarit","Hombres","2007","10a14",0
"3667","Nuevo Leon","Hombres","2007","10a14",12
"3668","Oaxaca","Hombres","2007","10a14",1
"3669","Puebla","Hombres","2007","10a14",3
"3670","Queretaro","Hombres","2007","10a14",0
"3671","Quintana Roo","Hombres","2007","10a14",0
"3672","San Luis Potosi","Hombres","2007","10a14",1
"3673","Sinaloa","Hombres","2007","10a14",0
"3674","Sonora","Hombres","2007","10a14",0
"3675","Tabasco","Hombres","2007","10a14",6
"3676","Tamaulipas","Hombres","2007","10a14",4
"3677","Tlaxcala","Hombres","2007","10a14",3
"3678","Veracruz","Hombres","2007","10a14",6
"3679","Yucatan","Hombres","2007","10a14",4
"3680","Zacatecas","Hombres","2007","10a14",0
"3681","Aguscalientes","Hombres","2008","10a14",0
"3682","Baja California","Hombres","2008","10a14",9
"3683","Baja California Sur","Hombres","2008","10a14",3
"3684","Campeche","Hombres","2008","10a14",6
"3685","Coahuila","Hombres","2008","10a14",8
"3686","Colima","Hombres","2008","10a14",0
"3687","Chiapas","Hombres","2008","10a14",3
"3688","Chihuahua","Hombres","2008","10a14",2
"3689","Distrito Federal","Hombres","2008","10a14",4
"3690","Durango","Hombres","2008","10a14",0
"3691","Guanajuato","Hombres","2008","10a14",2
"3692","Guerrero","Hombres","2008","10a14",0
"3693","Hidalgo","Hombres","2008","10a14",1
"3694","Jalisco","Hombres","2008","10a14",26
"3695","Mexico","Hombres","2008","10a14",21
"3696","Michoacan","Hombres","2008","10a14",1
"3697","Morelos","Hombres","2008","10a14",0
"3698","Nayarit","Hombres","2008","10a14",1
"3699","Nuevo Leon","Hombres","2008","10a14",9
"3700","Oaxaca","Hombres","2008","10a14",0
"3701","Puebla","Hombres","2008","10a14",2
"3702","Queretaro","Hombres","2008","10a14",0
"3703","Quintana Roo","Hombres","2008","10a14",0
"3704","San Luis Potosi","Hombres","2008","10a14",0
"3705","Sinaloa","Hombres","2008","10a14",0
"3706","Sonora","Hombres","2008","10a14",5
"3707","Tabasco","Hombres","2008","10a14",5
"3708","Tamaulipas","Hombres","2008","10a14",3
"3709","Tlaxcala","Hombres","2008","10a14",0
"3710","Veracruz","Hombres","2008","10a14",1
"3711","Yucatan","Hombres","2008","10a14",0
"3712","Zacatecas","Hombres","2008","10a14",0
"3713","Aguscalientes","Hombres","2009","10a14",0
"3714","Baja California","Hombres","2009","10a14",9
"3715","Baja California Sur","Hombres","2009","10a14",0
"3716","Campeche","Hombres","2009","10a14",0
"3717","Coahuila","Hombres","2009","10a14",4
"3718","Colima","Hombres","2009","10a14",0
"3719","Chiapas","Hombres","2009","10a14",4
"3720","Chihuahua","Hombres","2009","10a14",2
"3721","Distrito Federal","Hombres","2009","10a14",1
"3722","Durango","Hombres","2009","10a14",0
"3723","Guanajuato","Hombres","2009","10a14",1
"3724","Guerrero","Hombres","2009","10a14",2
"3725","Hidalgo","Hombres","2009","10a14",4
"3726","Jalisco","Hombres","2009","10a14",14
"3727","Mexico","Hombres","2009","10a14",0
"3728","Michoacan","Hombres","2009","10a14",3
"3729","Morelos","Hombres","2009","10a14",7
"3730","Nayarit","Hombres","2009","10a14",3
"3731","Nuevo Leon","Hombres","2009","10a14",7
"3732","Oaxaca","Hombres","2009","10a14",1
"3733","Puebla","Hombres","2009","10a14",3
"3734","Queretaro","Hombres","2009","10a14",0
"3735","Quintana Roo","Hombres","2009","10a14",0
"3736","San Luis Potosi","Hombres","2009","10a14",0
"3737","Sinaloa","Hombres","2009","10a14",0
"3738","Sonora","Hombres","2009","10a14",0
"3739","Tabasco","Hombres","2009","10a14",3
"3740","Tamaulipas","Hombres","2009","10a14",3
"3741","Tlaxcala","Hombres","2009","10a14",2
"3742","Veracruz","Hombres","2009","10a14",16
"3743","Yucatan","Hombres","2009","10a14",0
"3744","Zacatecas","Hombres","2009","10a14",0
"3745","Aguscalientes","Hombres","2010","10a14",0
"3746","Baja California","Hombres","2010","10a14",11
"3747","Baja California Sur","Hombres","2010","10a14",0
"3748","Campeche","Hombres","2010","10a14",0
"3749","Coahuila","Hombres","2010","10a14",1
"3750","Colima","Hombres","2010","10a14",0
"3751","Chiapas","Hombres","2010","10a14",5
"3752","Chihuahua","Hombres","2010","10a14",16
"3753","Distrito Federal","Hombres","2010","10a14",4
"3754","Durango","Hombres","2010","10a14",0
"3755","Guanajuato","Hombres","2010","10a14",3
"3756","Guerrero","Hombres","2010","10a14",3
"3757","Hidalgo","Hombres","2010","10a14",2
"3758","Jalisco","Hombres","2010","10a14",8
"3759","Mexico","Hombres","2010","10a14",9
"3760","Michoacan","Hombres","2010","10a14",0
"3761","Morelos","Hombres","2010","10a14",4
"3762","Nayarit","Hombres","2010","10a14",0
"3763","Nuevo Leon","Hombres","2010","10a14",13
"3764","Oaxaca","Hombres","2010","10a14",2
"3765","Puebla","Hombres","2010","10a14",3
"3766","Queretaro","Hombres","2010","10a14",0
"3767","Quintana Roo","Hombres","2010","10a14",2
"3768","San Luis Potosi","Hombres","2010","10a14",1
"3769","Sinaloa","Hombres","2010","10a14",0
"3770","Sonora","Hombres","2010","10a14",3
"3771","Tabasco","Hombres","2010","10a14",3
"3772","Tamaulipas","Hombres","2010","10a14",3
"3773","Tlaxcala","Hombres","2010","10a14",0
"3774","Veracruz","Hombres","2010","10a14",6
"3775","Yucatan","Hombres","2010","10a14",0
"3776","Zacatecas","Hombres","2010","10a14",0
"3777","Aguscalientes","Hombres","2011","10a14",0
"3778","Baja California","Hombres","2011","10a14",9
"3779","Baja California Sur","Hombres","2011","10a14",0
"3780","Campeche","Hombres","2011","10a14",3
"3781","Coahuila","Hombres","2011","10a14",5
"3782","Colima","Hombres","2011","10a14",0
"3783","Chiapas","Hombres","2011","10a14",2
"3784","Chihuahua","Hombres","2011","10a14",19
"3785","Distrito Federal","Hombres","2011","10a14",12
"3786","Durango","Hombres","2011","10a14",1
"3787","Guanajuato","Hombres","2011","10a14",5
"3788","Guerrero","Hombres","2011","10a14",13
"3789","Hidalgo","Hombres","2011","10a14",1
"3790","Jalisco","Hombres","2011","10a14",7
"3791","Mexico","Hombres","2011","10a14",23
"3792","Michoacan","Hombres","2011","10a14",1
"3793","Morelos","Hombres","2011","10a14",15
"3794","Nayarit","Hombres","2011","10a14",3
"3795","Nuevo Leon","Hombres","2011","10a14",18
"3796","Oaxaca","Hombres","2011","10a14",1
"3797","Puebla","Hombres","2011","10a14",3
"3798","Queretaro","Hombres","2011","10a14",0
"3799","Quintana Roo","Hombres","2011","10a14",9
"3800","San Luis Potosi","Hombres","2011","10a14",1
"3801","Sinaloa","Hombres","2011","10a14",6
"3802","Sonora","Hombres","2011","10a14",5
"3803","Tabasco","Hombres","2011","10a14",3
"3804","Tamaulipas","Hombres","2011","10a14",1
"3805","Tlaxcala","Hombres","2011","10a14",1
"3806","Veracruz","Hombres","2011","10a14",2
"3807","Yucatan","Hombres","2011","10a14",0
"3808","Zacatecas","Hombres","2011","10a14",0
"3809","Aguscalientes","Hombres","2012","10a14",0
"3810","Baja California","Hombres","2012","10a14",11
"3811","Baja California Sur","Hombres","2012","10a14",0
"3812","Campeche","Hombres","2012","10a14",3
"3813","Coahuila","Hombres","2012","10a14",5
"3814","Colima","Hombres","2012","10a14",0
"3815","Chiapas","Hombres","2012","10a14",4
"3816","Chihuahua","Hombres","2012","10a14",5
"3817","Distrito Federal","Hombres","2012","10a14",10
"3818","Durango","Hombres","2012","10a14",0
"3819","Guanajuato","Hombres","2012","10a14",5
"3820","Guerrero","Hombres","2012","10a14",6
"3821","Hidalgo","Hombres","2012","10a14",2
"3822","Jalisco","Hombres","2012","10a14",12
"3823","Mexico","Hombres","2012","10a14",1
"3824","Michoacan","Hombres","2012","10a14",0
"3825","Morelos","Hombres","2012","10a14",7
"3826","Nayarit","Hombres","2012","10a14",1
"3827","Nuevo Leon","Hombres","2012","10a14",5
"3828","Oaxaca","Hombres","2012","10a14",13
"3829","Puebla","Hombres","2012","10a14",4
"3830","Queretaro","Hombres","2012","10a14",0
"3831","Quintana Roo","Hombres","2012","10a14",1
"3832","San Luis Potosi","Hombres","2012","10a14",0
"3833","Sinaloa","Hombres","2012","10a14",4
"3834","Sonora","Hombres","2012","10a14",3
"3835","Tabasco","Hombres","2012","10a14",4
"3836","Tamaulipas","Hombres","2012","10a14",7
"3837","Tlaxcala","Hombres","2012","10a14",2
"3838","Veracruz","Hombres","2012","10a14",4
"3839","Yucatan","Hombres","2012","10a14",10
"3840","Zacatecas","Hombres","2012","10a14",0
"3841","Aguscalientes","Hombres","2013","10a14",0
"3842","Baja California","Hombres","2013","10a14",12
"3843","Baja California Sur","Hombres","2013","10a14",0
"3844","Campeche","Hombres","2013","10a14",0
"3845","Coahuila","Hombres","2013","10a14",3
"3846","Colima","Hombres","2013","10a14",1
"3847","Chiapas","Hombres","2013","10a14",2
"3848","Chihuahua","Hombres","2013","10a14",0
"3849","Distrito Federal","Hombres","2013","10a14",1
"3850","Durango","Hombres","2013","10a14",0
"3851","Guanajuato","Hombres","2013","10a14",7
"3852","Guerrero","Hombres","2013","10a14",2
"3853","Hidalgo","Hombres","2013","10a14",2
"3854","Jalisco","Hombres","2013","10a14",3
"3855","Mexico","Hombres","2013","10a14",0
"3856","Michoacan","Hombres","2013","10a14",0
"3857","Morelos","Hombres","2013","10a14",90
"3858","Nayarit","Hombres","2013","10a14",0
"3859","Nuevo Leon","Hombres","2013","10a14",5
"3860","Oaxaca","Hombres","2013","10a14",0
"3861","Puebla","Hombres","2013","10a14",1
"3862","Queretaro","Hombres","2013","10a14",1
"3863","Quintana Roo","Hombres","2013","10a14",1
"3864","San Luis Potosi","Hombres","2013","10a14",0
"3865","Sinaloa","Hombres","2013","10a14",0
"3866","Sonora","Hombres","2013","10a14",0
"3867","Tabasco","Hombres","2013","10a14",2
"3868","Tamaulipas","Hombres","2013","10a14",4
"3869","Tlaxcala","Hombres","2013","10a14",0
"3870","Veracruz","Hombres","2013","10a14",0
"3871","Yucatan","Hombres","2013","10a14",2
"3872","Zacatecas","Hombres","2013","10a14",0
"3873","Aguscalientes","Mujeres","2003","10a14",0
"3874","Baja California","Mujeres","2003","10a14",2
"3875","Baja California Sur","Mujeres","2003","10a14",0
"3876","Campeche","Mujeres","2003","10a14",2
"3877","Coahuila","Mujeres","2003","10a14",14
"3878","Colima","Mujeres","2003","10a14",0
"3879","Chiapas","Mujeres","2003","10a14",6
"3880","Chihuahua","Mujeres","2003","10a14",11
"3881","Distrito Federal","Mujeres","2003","10a14",2
"3882","Durango","Mujeres","2003","10a14",0
"3883","Guanajuato","Mujeres","2003","10a14",2
"3884","Guerrero","Mujeres","2003","10a14",6
"3885","Hidalgo","Mujeres","2003","10a14",2
"3886","Jalisco","Mujeres","2003","10a14",6
"3887","Mexico","Mujeres","2003","10a14",18
"3888","Michoacan","Mujeres","2003","10a14",1
"3889","Morelos","Mujeres","2003","10a14",0
"3890","Nayarit","Mujeres","2003","10a14",4
"3891","Nuevo Leon","Mujeres","2003","10a14",17
"3892","Oaxaca","Mujeres","2003","10a14",3
"3893","Puebla","Mujeres","2003","10a14",11
"3894","Queretaro","Mujeres","2003","10a14",0
"3895","Quintana Roo","Mujeres","2003","10a14",0
"3896","San Luis Potosi","Mujeres","2003","10a14",5
"3897","Sinaloa","Mujeres","2003","10a14",10
"3898","Sonora","Mujeres","2003","10a14",8
"3899","Tabasco","Mujeres","2003","10a14",3
"3900","Tamaulipas","Mujeres","2003","10a14",1
"3901","Tlaxcala","Mujeres","2003","10a14",0
"3902","Veracruz","Mujeres","2003","10a14",1
"3903","Yucatan","Mujeres","2003","10a14",1
"3904","Zacatecas","Mujeres","2003","10a14",0
"3905","Aguscalientes","Mujeres","2004","10a14",0
"3906","Baja California","Mujeres","2004","10a14",11
"3907","Baja California Sur","Mujeres","2004","10a14",1
"3908","Campeche","Mujeres","2004","10a14",0
"3909","Coahuila","Mujeres","2004","10a14",2
"3910","Colima","Mujeres","2004","10a14",0
"3911","Chiapas","Mujeres","2004","10a14",3
"3912","Chihuahua","Mujeres","2004","10a14",0
"3913","Distrito Federal","Mujeres","2004","10a14",2
"3914","Durango","Mujeres","2004","10a14",0
"3915","Guanajuato","Mujeres","2004","10a14",3
"3916","Guerrero","Mujeres","2004","10a14",1
"3917","Hidalgo","Mujeres","2004","10a14",0
"3918","Jalisco","Mujeres","2004","10a14",19
"3919","Mexico","Mujeres","2004","10a14",19
"3920","Michoacan","Mujeres","2004","10a14",7
"3921","Morelos","Mujeres","2004","10a14",0
"3922","Nayarit","Mujeres","2004","10a14",0
"3923","Nuevo Leon","Mujeres","2004","10a14",14
"3924","Oaxaca","Mujeres","2004","10a14",1
"3925","Puebla","Mujeres","2004","10a14",8
"3926","Queretaro","Mujeres","2004","10a14",0
"3927","Quintana Roo","Mujeres","2004","10a14",0
"3928","San Luis Potosi","Mujeres","2004","10a14",0
"3929","Sinaloa","Mujeres","2004","10a14",0
"3930","Sonora","Mujeres","2004","10a14",0
"3931","Tabasco","Mujeres","2004","10a14",5
"3932","Tamaulipas","Mujeres","2004","10a14",22
"3933","Tlaxcala","Mujeres","2004","10a14",1
"3934","Veracruz","Mujeres","2004","10a14",6
"3935","Yucatan","Mujeres","2004","10a14",2
"3936","Zacatecas","Mujeres","2004","10a14",0
"3937","Aguscalientes","Mujeres","2005","10a14",0
"3938","Baja California","Mujeres","2005","10a14",42
"3939","Baja California Sur","Mujeres","2005","10a14",0
"3940","Campeche","Mujeres","2005","10a14",3
"3941","Coahuila","Mujeres","2005","10a14",8
"3942","Colima","Mujeres","2005","10a14",0
"3943","Chiapas","Mujeres","2005","10a14",11
"3944","Chihuahua","Mujeres","2005","10a14",3
"3945","Distrito Federal","Mujeres","2005","10a14",1
"3946","Durango","Mujeres","2005","10a14",0
"3947","Guanajuato","Mujeres","2005","10a14",0
"3948","Guerrero","Mujeres","2005","10a14",1
"3949","Hidalgo","Mujeres","2005","10a14",0
"3950","Jalisco","Mujeres","2005","10a14",27
"3951","Mexico","Mujeres","2005","10a14",17
"3952","Michoacan","Mujeres","2005","10a14",2
"3953","Morelos","Mujeres","2005","10a14",2
"3954","Nayarit","Mujeres","2005","10a14",1
"3955","Nuevo Leon","Mujeres","2005","10a14",7
"3956","Oaxaca","Mujeres","2005","10a14",0
"3957","Puebla","Mujeres","2005","10a14",10
"3958","Queretaro","Mujeres","2005","10a14",0
"3959","Quintana Roo","Mujeres","2005","10a14",0
"3960","San Luis Potosi","Mujeres","2005","10a14",0
"3961","Sinaloa","Mujeres","2005","10a14",6
"3962","Sonora","Mujeres","2005","10a14",0
"3963","Tabasco","Mujeres","2005","10a14",4
"3964","Tamaulipas","Mujeres","2005","10a14",3
"3965","Tlaxcala","Mujeres","2005","10a14",0
"3966","Veracruz","Mujeres","2005","10a14",7
"3967","Yucatan","Mujeres","2005","10a14",9
"3968","Zacatecas","Mujeres","2005","10a14",0
"3969","Aguscalientes","Mujeres","2006","10a14",0
"3970","Baja California","Mujeres","2006","10a14",16
"3971","Baja California Sur","Mujeres","2006","10a14",2
"3972","Campeche","Mujeres","2006","10a14",0
"3973","Coahuila","Mujeres","2006","10a14",2
"3974","Colima","Mujeres","2006","10a14",0
"3975","Chiapas","Mujeres","2006","10a14",2
"3976","Chihuahua","Mujeres","2006","10a14",1
"3977","Distrito Federal","Mujeres","2006","10a14",6
"3978","Durango","Mujeres","2006","10a14",0
"3979","Guanajuato","Mujeres","2006","10a14",5
"3980","Guerrero","Mujeres","2006","10a14",4
"3981","Hidalgo","Mujeres","2006","10a14",1
"3982","Jalisco","Mujeres","2006","10a14",40
"3983","Mexico","Mujeres","2006","10a14",15
"3984","Michoacan","Mujeres","2006","10a14",5
"3985","Morelos","Mujeres","2006","10a14",1
"3986","Nayarit","Mujeres","2006","10a14",0
"3987","Nuevo Leon","Mujeres","2006","10a14",6
"3988","Oaxaca","Mujeres","2006","10a14",1
"3989","Puebla","Mujeres","2006","10a14",14
"3990","Queretaro","Mujeres","2006","10a14",0
"3991","Quintana Roo","Mujeres","2006","10a14",0
"3992","San Luis Potosi","Mujeres","2006","10a14",1
"3993","Sinaloa","Mujeres","2006","10a14",12
"3994","Sonora","Mujeres","2006","10a14",0
"3995","Tabasco","Mujeres","2006","10a14",2
"3996","Tamaulipas","Mujeres","2006","10a14",5
"3997","Tlaxcala","Mujeres","2006","10a14",1
"3998","Veracruz","Mujeres","2006","10a14",1
"3999","Yucatan","Mujeres","2006","10a14",5
"4000","Zacatecas","Mujeres","2006","10a14",1
"4001","Aguscalientes","Mujeres","2007","10a14",0
"4002","Baja California","Mujeres","2007","10a14",6
"4003","Baja California Sur","Mujeres","2007","10a14",1
"4004","Campeche","Mujeres","2007","10a14",0
